Account Transactions,,,,,,,,,
AustGrade Mascot Swimming Pty Ltd,,,,,,,,,
For the period 1 July 2025 to 30 June 2026,,,,,,,,,
,,,,,,,,,
"Account Type contains Asset, Liability, Equity",,,,,,,,,
,,,,,,,,,
Date,Source,Description,Reference,Debit,Credit,Running Balance,Gross,GST,Account
01 Dec 2025,Spend Money,Humm AUS solar panel payment - To be Re-allocated to Bill #AUS5518N,,8.00,0.00,(988.85),(8.00),0.00,Suspense - Solar AUS Bill Payment
11 Dec 2025,Spend Money,Humm AUS solar panel payment - To be Re-allocated to Bill #AUS5518N,,192.97,0.00,"(1,181.82)",(192.97),0.00,Suspense - Solar AUS Bill Payment
29 Dec 2025,Spend Money,Humm AUS solar panel payment - To be Re-allocated to Bill #AUS5518N,,192.97,0.00,"(1,374.79)",(192.97),0.00,Suspense - Solar AUS Bill Payment
31 Dec 2025,Payable Payment,Payment: AUS Solar,AUS5518N,0.00,"1,374.79",0.00,"1,374.79",0.00,Suspense - Solar AUS Bill Payment
02 Jan 2026,Spend Money,Humm AUS solar panel payment - To be Re-allocated to Bill #AUS5518N,,8.00,0.00,(8.00),(8.00),0.00,Suspense - Solar AUS Bill Payment
08 Jan 2026,Spend Money,Humm AUS solar panel payment - To be Re-allocated to Bill #AUS5518N,,192.97,0.00,(200.97),(192.97),0.00,Suspense - Solar AUS Bill Payment
22 Jan 2026,Spend Money,Humm AUS solar panel payment - To be Re-allocated to Bill #AUS5518N,,192.97,0.00,(393.94),(192.97),0.00,Suspense - Solar AUS Bill Payment
02 Feb 2026,Spend Money,Humm AUS solar panel payment - To be Re-allocated to Bill #AUS5518N,,8.00,0.00,(401.94),(8.00),0.00,Suspense - Solar AUS Bill Payment
05 Feb 2026,Spend Money,Humm AUS solar panel payment - To be Re-allocated to Bill #AUS5518N,,191.87,0.00,(593.81),(191.87),0.00,Suspense - Solar AUS Bill Payment
31 Mar 2026,Payable Payment,Payment: AUS Solar,AUS5518N,0.00,309.78,(284.03),309.78,0.00,Suspense - Solar AUS Bill Payment
31 Mar 2026,Manual Journal,Julius 2026 - To record overpayment towards AUS5518N as bank fees - client confirm via email 23/2/26,#11344,0.00,284.03,0.00,284.03,0.00,Suspense - Solar AUS Bill Payment
Total 850.01 - Suspense - Solar AUS Bill Payment,,,,"3,150.42","3,150.42",0.00,0.00,0.00,
,,,,,,,,,
875 - Loan from Aroona,,,,,,,,,
07 Jul 2025,Spend Money,ONLINE Y2945203633 Mascot to Aroona AUSTGRADE M - ONLINE Y2945203633 Mascot to Aroona AUSTGRADE M,,"5,000.00",0.00,"(5,000.00)","(5,000.00)",0.00,Loan from Aroona
10 Jul 2025,Receive Money,aroona,,0.00,"9,000.00","4,000.00","9,000.00",0.00,Loan from Aroona
14 Jul 2025,Receive Money,aroona,,0.00,"1,000.00","5,000.00","1,000.00",0.00,Loan from Aroona
30 Jul 2025,Spend Money,ONLINE Y2945203633 Mascot to Aroona AUSTGRADE M - ONLINE Y2945203633 Mascot to Aroona AUSTGRADE M,,"10,000.00",0.00,"(5,000.00)","(10,000.00)",0.00,Loan from Aroona
05 Aug 2025,Spend Money,ONLINE Y2945203633 Mascot to Aroona AUSTGRADE M - ONLINE Y2945203633 Mascot to Aroona AUSTGRADE M,,"10,000.00",0.00,"(15,000.00)","(10,000.00)",0.00,Loan from Aroona
01 Sep 2025,Spend Money,ONLINE Y2945203633 Mascot to Aroona AUSTGRADE M - ONLINE Y2945203633 Mascot to Aroona AUSTGRADE M,,"6,000.00",0.00,"(21,000.00)","(6,000.00)",0.00,Loan from Aroona
22 Oct 2025,Spend Money,ONLINE Y2945203633 Mascot to Aroona AUSTGRADE M - ONLINE Y2945203633 Mascot to Aroona AUSTGRADE M,,"5,000.00",0.00,"(26,000.00)","(5,000.00)",0.00,Loan from Aroona
24 Dec 2025,Receive Money,aroona,,0.00,"15,000.00","(11,000.00)","15,000.00",0.00,Loan from Aroona
31 Jan 2026,Manual Journal,to reconcile profit and loss as of 31 January 2026 - to reconcile profit and loss as of 31 January 2026,#11296,0.00,"59,400.00","48,400.00","59,400.00",0.00,Loan from Aroona
Total 875 - Loan from Aroona,,,,"36,000.00","84,400.00","48,400.00","48,400.00",0.00,
,,,,,,,,,
881 - Loan from Director,,,,,,,,,
22 Jul 2025,Spend Money,ONLINE J6289145852 Mascot to... Transfer Debit - ONLINE J6289145852 Mascot to... Transfer Debit,,"1,000.00",0.00,"(1,000.00)","(1,000.00)",0.00,Loan from Director
08 Aug 2025,Spend Money,ONLINE J6289145852 Mascot to... Transfer Debit - ONLINE J6289145852 Mascot to... Transfer Debit,,"10,000.00",0.00,"(11,000.00)","(10,000.00)",0.00,Loan from Director
16 Sep 2025,Receive Money,Lin Li,,0.00,"10,000.00","(1,000.00)","10,000.00",0.00,Loan from Director
22 Sep 2025,Receive Money,Lin Li,,0.00,"3,393.00","2,393.00","3,393.00",0.00,Loan from Director
29 Oct 2025,Spend Money,ONLINE J6289145852 Mascot to... Transfer Debit - ONLINE J6289145852 Mascot to... Transfer Debit,,"10,000.00",0.00,"(7,607.00)","(10,000.00)",0.00,Loan from Director
18 Feb 2026,Spend Money,Lin Li,,"3,025.00",0.00,"(10,632.00)","(3,025.00)",0.00,Loan from Director
24 Apr 2026,Spend Money,Andrew Kastoun,,100.00,0.00,"(10,732.00)",(100.00),0.00,Loan from Director
01 May 2026,Receive Money,Lin Li,,0.00,"3,025.00","(7,707.00)","3,025.00",0.00,Loan from Director
04 May 2026,Receive Money,Lin Li,,0.00,"1,350.00","(6,357.00)","1,350.00",0.00,Loan from Director
10 Jun 2026,Spend Money,Andrew Kastoun,,115.00,0.00,"(6,472.00)",(115.00),0.00,Loan from Director
Total 881 - Loan from Director,,,,"24,240.00","17,768.00","(6,472.00)","(6,472.00)",0.00,
,,,,,,,,,
883 - Loan - Andrew Kastoun,,,,,,,,,
05 Feb 2026,Receive Money,Andrew Kastoun,,0.00,"1,506.37","1,506.37","1,506.37",0.00,Loan - Andrew Kastoun
Total 883 - Loan - Andrew Kastoun,,,,0.00,"1,506.37","1,506.37","1,506.37",0.00,
,,,,,,,,,
Total,,,,"1,218,252.29","1,240,679.76","48,641.65","51,174.35","2,532.70",
